NO_OF_FRAMES	6708
NO_OF_CAMERAS	13
NO_OF_MARKERS	24
FREQUENCY	250
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2021-08-10, 12:22:22	2152072.50437270
DATA_INCLUDED	3D
MARKER_NAMES	CV7	L_SIA	R_SIA	TV10	L_SAE	L_HUM	L_HLE	L_FAR	L_RSP	L_USP	R_SAE	R_HUM	R_HLE	R_FAR	R_RSP	R_USP	L_IAS	L_IPS	R_IPS	R_IAS	L_HM2	R_HM2	L_HL5	R_HL5
-40.491	254.992	1468.871	0.248	163.025	1292.864	-8.250	367.706	1274.463	-14.412	251.569	1204.623	-109.027	92.970	1450.625	-88.931	21.481	1270.755	-116.737	22.383	1091.679	-162.774	28.667	988.643	-213.699	94.764	884.002	-176.148	26.899	880.073	-127.802	405.295	1444.079	-132.853	488.141	1261.376	-137.915	496.875	1111.643	-199.813	482.947	981.044	-237.920	423.091	888.082	-209.062	490.931	878.858	-196.529	161.985	939.836	-30.610	199.279	1052.749	-33.810	316.912	1051.161	-206.436	348.180	928.611	-252.438	68.185	813.948	-280.080	435.121	808.516	-193.620	27.352	800.644	-230.269	491.607	803.215
-40.571	254.982	1468.867	0.124	163.012	1292.851	-8.284	367.671	1274.430	-14.491	251.539	1204.603	-109.138	92.977	1450.658	-89.092	21.468	1270.776	-116.947	22.366	1091.713	-163.150	28.745	988.756	-214.147	94.876	884.171	-176.602	26.980	880.192	-127.873	405.278	1444.071	-132.966	488.105	1261.340	-138.072	496.864	1111.597	-200.021	482.968	981.019	-238.130	423.088	888.069	-209.286	490.902	878.857	-196.621	161.943	939.836	-30.716	199.226	1052.755	-33.878	316.879	1051.175	-206.553	348.175	928.637	-252.920	68.300	814.139	-280.355	435.070	808.495	-194.213	27.666	800.609	-230.510	491.561	803.203
-40.634	254.982	1468.896	0.073	162.952	1292.912	-8.336	367.658	1274.425	-14.551	251.492	1204.644	-109.216	92.979	1450.711	-89.230	21.441	1270.820	-117.180	22.325	1091.752	-163.482	28.782	988.832	-214.504	94.981	884.339	-177.035	27.056	880.279	-127.943	405.301	1443.994	-133.041	488.095	1261.274	-138.211	496.826	1111.547	-200.199	482.916	980.983	-238.323	423.081	888.024	-209.519	490.852	878.791	-196.727	161.904	939.833	-30.833	199.174	1052.730	-33.995	316.817	1051.161	-206.613	348.105	928.622	-253.417	68.399	814.359	-280.593	435.057	808.509	-194.692	27.775	800.702	-230.721	491.485	803.175
-40.722	255.001	1468.897	-0.012	162.907	1292.944	-8.249	367.706	1274.311	-15.120	251.643	1204.521	-109.285	93.003	1450.750	-89.351	21.389	1270.883	-117.395	22.324	1091.781	-163.831	28.854	988.885	-214.870	95.099	884.472	-177.467	27.152	880.392	-127.985	405.340	1443.919	-133.156	488.092	1261.216	-138.355	496.783	1111.494	-200.383	482.872	980.953	-238.532	423.054	887.965	-209.659	490.815	878.727	-196.854	161.836	939.855	-30.912	199.111	1052.759	-34.308	317.056	1051.217	-206.679	348.053	928.606	-253.832	68.834	814.217	-280.803	435.000	808.488	-195.207	27.880	800.789	-230.954	491.439	803.146
-40.794	255.021	1468.901	-0.104	162.882	1292.951	-8.282	367.691	1274.265	-15.199	251.618	1204.520	-109.348	93.015	1450.769	-89.483	21.347	1270.910	-117.660	22.287	1091.811	-164.187	28.853	989.003	-215.264	95.178	884.692	-177.859	27.249	880.461	-127.996	405.399	1443.822	-133.260	488.091	1261.158	-138.475	496.750	1111.445	-200.544	482.828	980.903	-238.718	423.026	887.959	-209.822	490.797	878.686	-196.956	161.807	939.852	-30.999	199.083	1052.727	-34.410	317.010	1051.193	-206.762	347.983	928.632	-254.332	68.891	814.381	-281.034	434.965	808.460	-195.700	27.982	800.915	-231.171	491.409	803.141
-40.981	255.099	1468.897	-0.249	162.897	1292.963	-8.529	367.716	1274.244	-15.313	251.588	1204.542	-109.478	93.054	1450.825	-89.588	21.359	1270.953	-117.834	22.376	1091.836	-164.483	28.964	989.077	-215.644	95.170	884.831	-178.236	27.295	880.551	-128.110	405.411	1443.821	-133.391	488.051	1261.111	-138.523	496.674	1111.415	-200.768	482.838	980.914	-238.943	422.851	888.000	-209.931	490.879	878.690	-196.994	161.760	939.868	-31.174	199.071	1052.715	-34.528	316.912	1051.267	-206.725	347.897	928.609	-254.704	69.009	814.549	-281.177	434.936	808.425	-196.210	28.063	801.004	-231.471	491.395	803.114
-41.073	255.104	1468.890	-0.328	162.908	1292.958	-8.550	367.697	1274.235	-15.405	251.573	1204.536	-109.549	93.087	1450.854	-89.719	21.377	1270.975	-117.996	22.349	1091.867	-164.740	29.023	989.109	-216.004	95.238	884.987	-178.618	27.417	880.644	-128.160	405.396	1443.804	-133.447	488.019	1261.043	-138.650	496.644	1111.377	-200.913	482.796	980.872	-239.102	422.813	887.956	-210.106	490.878	878.678	-197.106	161.739	939.873	-31.265	199.036	1052.700	-34.658	316.863	1051.226	-206.826	347.871	928.618	-255.125	69.181	814.751	-281.383	434.864	808.429	-196.674	28.190	801.108	-231.684	491.348	803.094
-41.106	255.144	1468.900	-0.395	162.913	1292.953	-8.613	367.676	1274.220	-15.433	251.522	1204.567	-109.628	93.105	1450.885	-89.840	21.404	1270.988	-118.199	22.343	1091.889	-164.978	29.112	989.208	-216.378	95.314	885.160	-178.994	27.533	880.721	-128.200	405.450	1443.746	-133.530	487.963	1260.979	-138.763	496.598	1111.319	-201.071	482.783	980.843	-239.277	422.746	887.957	-210.252	490.840	878.665	-197.229	161.660	939.883	-31.336	199.005	1052.706	-34.759	316.801	1051.206	-206.901	347.847	928.599	-255.576	69.334	814.970	-281.607	434.801	808.413	-197.100	28.355	801.215	-231.895	491.281	803.058
-41.194	255.124	1468.902	-0.461	162.888	1292.976	-8.785	367.572	1274.282	-15.479	251.508	1204.537	-109.719	93.110	1450.903	-89.936	21.391	1271.030	-118.374	22.307	1091.913	-165.249	29.203	989.260	-216.684	95.436	885.301	-179.378	27.644	880.805	-128.268	405.462	1443.694	-133.632	487.933	1260.946	-138.900	496.560	1111.273	-201.229	482.733	980.815	-239.458	422.684	887.981	-210.444	490.753	878.631	-197.317	161.631	939.876	-31.434	198.944	1052.699	-34.864	316.764	1051.198	-206.971	347.792	928.584	-256.038	69.529	815.204	-281.817	434.766	808.419	-197.607	28.488	801.358	-232.068	491.217	803.049
-41.261	255.167	1468.866	-0.509	162.873	1292.990	-8.837	367.529	1274.244	-15.592	251.490	1204.533	-109.764	93.127	1450.953	-90.043	21.379	1271.063	-118.539	22.304	1091.968	-165.527	29.283	989.341	-216.953	95.523	885.455	-179.761	27.752	880.886	-128.289	405.467	1443.675	-133.699	487.905	1260.894	-138.991	496.533	1111.232	-201.390	482.696	980.806	-239.638	422.646	887.978	-210.619	490.683	878.614	-197.447	161.596	939.896	-31.498	198.912	1052.687	-34.996	316.693	1051.198	-207.095	347.743	928.617	-256.490	69.686	815.399	-282.068	434.669	808.408	-198.017	28.713	801.437	-232.228	491.128	803.007
