NO_OF_FRAMES	6348
NO_OF_CAMERAS	13
NO_OF_MARKERS	24
FREQUENCY	250
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2021-08-10, 12:21:22	2152011.89840030
DATA_INCLUDED	3D
MARKER_NAMES	CV7	L_SIA	R_SIA	TV10	L_SAE	L_HUM	L_HLE	L_FAR	L_RSP	L_USP	R_SAE	R_HUM	R_HLE	R_FAR	R_RSP	R_USP	L_IAS	L_IPS	R_IPS	R_IAS	L_HM2	R_HM2	L_HL5	R_HL5
-45.723	242.355	1465.877	-16.299	147.432	1290.853	-11.006	353.908	1270.557	-28.706	237.103	1197.910	-128.714	85.806	1450.114	-117.330	13.477	1269.948	-149.346	15.599	1091.634	-198.106	19.117	989.683	-252.456	82.311	885.073	-213.475	14.962	881.770	-125.274	399.116	1443.432	-130.284	481.719	1260.566	-137.635	492.092	1111.575	-205.242	488.619	983.382	-254.318	435.562	891.455	-217.287	499.340	881.506	-226.498	157.720	941.743	-52.997	185.132	1047.563	-49.725	302.969	1047.466	-225.741	343.791	931.370	-290.744	54.414	814.871	-298.806	453.929	816.616	-231.496	14.753	801.796	-243.129	503.179	806.787
-45.657	242.286	1465.886	-16.281	147.401	1290.856	-11.001	353.913	1270.594	-28.791	237.139	1197.867	-128.699	85.799	1450.138	-117.378	13.442	1270.020	-149.494	15.655	1091.628	-198.333	19.101	989.772	-252.778	82.373	885.204	-213.815	15.059	881.835	-125.234	399.084	1443.459	-130.214	481.743	1260.628	-137.517	492.184	1111.648	-205.100	488.814	983.416	-254.212	435.812	891.508	-217.139	499.583	881.549	-226.433	157.767	941.741	-52.968	185.176	1047.567	-49.669	303.008	1047.482	-225.684	343.865	931.364	-291.116	54.517	814.992	-298.598	454.200	816.562	-231.912	14.894	801.940	-242.892	503.487	806.852
-45.639	242.344	1465.848	-16.284	147.352	1290.838	-10.997	353.943	1270.604	-28.780	237.134	1197.890	-128.664	85.799	1450.171	-117.450	13.409	1270.036	-149.634	15.577	1091.690	-198.553	19.123	989.846	-253.106	82.355	885.347	-214.108	15.092	881.940	-125.208	399.069	1443.501	-130.189	481.766	1260.687	-137.456	492.270	1111.729	-204.979	488.943	983.464	-254.091	436.115	891.521	-216.960	499.880	881.624	-226.362	157.799	941.736	-52.902	185.228	1047.608	-49.616	303.060	1047.481	-225.624	343.873	931.373	-291.556	54.668	815.184	-298.390	454.453	816.504	-232.343	15.002	802.045	-242.686	503.748	806.887
-45.573	242.259	1465.860	-16.279	147.329	1290.856	-10.986	353.927	1270.624	-30.248	237.544	1197.523	-128.646	85.777	1450.208	-117.559	13.415	1270.046	-149.774	15.615	1091.723	-198.790	19.148	989.914	-253.402	82.380	885.480	-214.408	15.177	882.015	-125.154	399.046	1443.532	-130.104	481.807	1260.761	-137.357	492.317	1111.786	-204.880	489.089	983.530	-253.998	436.384	891.469	-216.677	499.983	881.686	-226.286	157.838	941.750	-52.811	185.305	1047.602	-49.921	303.284	1047.496	-225.561	343.921	931.382	-291.821	55.054	815.151	-298.277	454.731	816.368	-232.770	15.150	802.181	-242.483	503.983	806.905
-45.535	242.243	1465.859	-16.268	147.287	1290.849	-10.960	353.931	1270.641	-30.189	237.532	1197.573	-128.612	85.767	1450.256	-117.598	13.369	1270.089	-149.971	15.551	1091.767	-199.014	19.147	989.995	-253.645	82.430	885.603	-214.723	15.228	882.103	-125.138	399.031	1443.566	-130.042	481.828	1260.808	-137.286	492.452	1111.857	-204.756	489.287	983.562	-253.875	436.594	891.484	-216.545	500.262	881.754	-226.202	157.870	941.747	-52.752	185.395	1047.633	-49.901	303.316	1047.513	-225.511	343.958	931.393	-292.139	55.161	815.319	-298.064	455.023	816.302	-233.111	15.191	802.273	-242.292	504.285	806.946
-45.628	242.273	1465.853	-16.281	147.288	1290.872	-11.045	353.908	1270.709	-30.250	237.512	1197.577	-128.603	85.744	1450.327	-117.741	13.328	1270.108	-150.042	15.640	1091.756	-199.279	19.159	990.128	-253.854	82.603	885.742	-215.050	15.255	882.172	-125.121	399.006	1443.619	-130.030	481.879	1260.872	-137.170	492.497	1111.915	-204.750	489.434	983.659	-253.755	436.780	891.465	-216.369	500.611	881.838	-226.046	157.940	941.711	-52.758	185.465	1047.671	-49.870	303.306	1047.589	-225.396	343.973	931.379	-292.369	55.272	815.463	-297.870	455.330	816.264	-233.497	15.231	802.427	-242.062	504.499	806.963
-45.585	242.274	1465.886	-16.271	147.188	1290.899	-10.995	353.840	1270.767	-28.804	237.031	1197.952	-128.593	85.727	1450.368	-117.821	13.265	1270.140	-150.249	15.624	1091.818	-199.519	19.157	990.192	-254.121	82.713	885.884	-215.381	15.279	882.267	-125.122	398.978	1443.662	-129.998	481.904	1260.935	-137.083	492.583	1111.984	-204.678	489.517	983.722	-253.656	436.994	891.508	-216.218	500.775	881.900	-225.953	157.962	941.702	-52.705	185.539	1047.701	-49.787	303.354	1047.631	-225.330	343.986	931.410	-292.654	55.388	815.639	-297.723	455.664	816.219	-233.855	15.261	802.539	-241.846	504.798	807.042
-45.561	242.213	1465.873	-16.260	147.128	1290.900	-11.013	353.884	1270.806	-30.109	237.472	1197.650	-128.595	85.692	1450.400	-117.883	13.223	1270.188	-150.443	15.600	1091.865	-199.687	19.151	990.275	-254.401	82.757	885.990	-215.732	15.296	882.371	-125.075	398.926	1443.708	-129.970	481.903	1261.032	-137.025	492.663	1112.061	-204.635	489.687	983.789	-253.500	437.222	891.537	-216.068	500.981	881.955	-225.880	157.987	941.701	-52.620	185.551	1047.733	-49.737	303.421	1047.689	-225.250	343.980	931.398	-293.040	55.449	815.769	-297.538	455.940	816.170	-234.271	15.255	802.631	-241.616	505.090	807.135
-45.524	242.153	1465.901	-16.239	147.079	1290.949	-10.985	353.799	1270.876	-30.087	237.437	1197.701	-128.573	85.631	1450.436	-117.951	13.168	1270.219	-150.474	15.730	1091.837	-199.916	19.167	990.367	-254.725	82.787	886.127	-216.075	15.301	882.471	-125.065	398.871	1443.755	-129.907	481.954	1261.095	-136.990	492.722	1112.139	-204.541	489.833	983.858	-253.368	437.420	891.569	-215.921	501.226	881.997	-225.810	158.010	941.728	-52.561	185.622	1047.775	-49.695	303.496	1047.731	-225.231	343.997	931.428	-293.454	55.482	815.980	-297.364	456.147	816.147	-234.655	15.336	802.739	-241.399	505.309	807.181
-45.475	242.131	1465.935	-16.244	147.044	1290.959	-10.973	353.787	1270.916	-30.114	237.450	1197.679	-128.555	85.620	1450.484	-118.012	13.146	1270.260	-150.742	15.527	1091.974	-200.168	19.202	990.462	-255.075	82.830	886.283	-216.383	15.310	882.603	-125.040	398.829	1443.812	-129.878	481.956	1261.186	-136.921	492.788	1112.217	-204.472	489.982	983.920	-253.263	437.605	891.616	-215.800	501.456	882.064	-225.749	158.017	941.728	-52.503	185.676	1047.803	-49.649	303.535	1047.775	-225.158	344.033	931.435	-293.875	55.539	816.142	-297.188	456.381	816.139	-235.023	15.392	802.856	-241.208	505.507	807.242
-45.407	242.053	1465.944	-16.213	147.000	1290.994	-10.958	353.775	1270.931	-30.049	237.417	1197.721	-128.557	85.588	1450.533	-118.086	13.081	1270.318	-150.894	15.474	1092.036	-200.391	19.227	990.567	-255.345	82.879	886.428	-216.658	15.356	882.708	-125.014	398.812	1443.869	-129.813	481.988	1261.279	-136.864	492.864	1112.271	-204.380	490.182	983.984	-253.167	437.827	891.636	-215.649	501.677	882.097	-225.655	158.063	941.755	-52.469	185.646	1047.839	-49.609	303.590	1047.826	-225.105	344.074	931.450	-294.232	55.649	816.369	-296.987	456.615	816.053	-235.409	15.437	802.998	-241.027	505.734	807.327
-45.388	242.042	1465.966	-16.175	146.967	1291.031	-10.958	353.732	1270.963	-30.016	237.432	1197.739	-128.528	85.586	1450.576	-118.171	13.038	1270.333	-151.049	15.465	1092.086	-200.614	19.228	990.638	-255.620	82.936	886.576	-216.961	15.381	882.794	-124.982	398.785	1443.884	-129.748	482.012	1261.320	-136.806	492.924	1112.370	-204.294	490.342	984.044	-253.059	438.079	891.594	-215.562	501.844	882.167	-225.576	158.120	941.787	-52.401	185.790	1047.833	-49.529	303.646	1047.827	-225.059	344.100	931.463	-294.526	55.700	816.474	-296.812	456.841	816.035	-235.799	15.446	803.079	-240.888	506.034	807.333
-45.350	241.986	1465.957	-16.176	146.960	1291.025	-10.954	353.738	1270.992	-30.000	237.401	1197.721	-128.504	85.518	1450.607	-118.223	13.013	1270.358	-151.057	15.578	1092.041	-200.847	19.247	990.736	-255.898	82.994	886.695	-217.297	15.433	882.876	-124.950	398.746	1443.913	-129.725	482.027	1261.375	-136.749	492.991	1112.400	-204.202	490.509	984.081	-252.958	438.269	891.601	-215.494	502.031	882.224	-225.508	158.139	941.784	-52.335	185.799	1047.848	-49.473	303.723	1047.856	-224.950	344.152	931.441	-294.861	55.753	816.595	-296.616	457.104	816.052	-236.168	15.513	803.165	-240.729	506.221	807.363
-45.314	241.965	1465.942	-16.162	146.900	1291.042	-10.913	353.720	1270.986	-29.968	237.396	1197.710	-128.495	85.514	1450.613	-118.289	12.950	1270.396	-151.220	15.560	1092.069	-201.087	19.243	990.805	-256.216	82.939	886.887	-217.617	15.474	882.910	-124.902	398.697	1443.934	-129.675	482.055	1261.441	-136.722	493.044	1112.456	-204.131	490.632	984.117	-252.847	438.431	891.587	-215.401	502.189	882.257	-225.428	158.165	941.791	-52.321	185.830	1047.834	-49.389	303.755	1047.860	-224.908	344.161	931.447	-295.184	55.807	816.732	-296.466	457.326	816.016	-236.594	15.570	803.263	-240.605	506.417	807.382
-45.263	241.936	1465.964	-16.106	146.838	1291.057	-10.911	353.722	1271.011	-29.896	237.376	1197.706	-128.447	85.472	1450.641	-118.357	12.915	1270.410	-151.334	15.468	1092.117	-201.331	19.206	990.871	-256.453	82.936	887.001	-217.916	15.475	882.991	-124.899	398.681	1443.942	-129.607	482.077	1261.505	-136.654	493.099	1112.499	-204.033	490.789	984.132	-252.764	438.645	891.604	-215.305	502.393	882.330	-225.347	158.189	941.778	-52.243	185.904	1047.856	-49.350	303.813	1047.829	-224.875	344.162	931.452	-295.565	55.851	816.886	-296.304	457.558	815.975	-236.963	15.587	803.351	-240.462	506.647	807.426
-45.236	241.913	1465.943	-16.078	146.798	1291.058	-10.893	353.686	1271.020	-29.852	237.361	1197.732	-128.432	85.444	1450.674	-118.401	12.850	1270.437	-151.462	15.436	1092.127	-201.562	19.195	990.952	-256.740	82.911	887.119	-218.212	15.487	883.076	-124.855	398.642	1443.975	-129.557	482.101	1261.582	-136.600	493.176	1112.576	-203.932	490.921	984.170	-252.718	438.888	891.648	-215.218	502.596	882.401	-225.231	158.240	941.767	-52.191	185.921	1047.849	-49.309	303.895	1047.847	-224.827	344.180	931.452	-295.909	55.869	817.129	-296.148	457.788	815.926	-237.339	15.656	803.438	-240.350	506.872	807.466
